{orderID=0 naam=' dummy', straatnaam='Eerste Anjeliersdwarsstraat', postcode='1015NR', huisnummer=1, order='iphone 12', Coordinaten_DMS='52° 22.693040922255676, 4° 53.008371869834576', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 120700.0 ||| Y= 487936.0', Coordinaten_DECIMAL='X= 52.37821734870426 ||| Y= 4.883472864497243'}
{orderID=29 naam=' dummy', straatnaam='Zesde Vogelstraat', postcode='1022XE', huisnummer=60, order='iphone 12', Coordinaten_DMS='52° 23.221391358957675, 4° 55.767167247227114', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 123837.0 ||| Y= 488895.0', Coordinaten_DECIMAL='X= 52.38702318931596 ||| Y= 4.929452787453785'}
{orderID=30 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094JZ', huisnummer=21, order='iphone 12', Coordinaten_DMS='52° 21.753754454890384, 4° 55.96729073070344', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124047.0 ||| Y= 486172.0', Coordinaten_DECIMAL='X= 52.36256257424817 ||| Y= 4.932788178845057'}
{orderID=31 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094JZ', huisnummer=21, order='iphone 12', Coordinaten_DMS='52° 21.753754454890384, 4° 55.96729073070344', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124047.0 ||| Y= 486172.0', Coordinaten_DECIMAL='X= 52.36256257424817 ||| Y= 4.932788178845057'}
{orderID=32 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094JZ', huisnummer=21, order='iphone 12', Coordinaten_DMS='52° 21.753754454890384, 4° 55.96729073070344', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124047.0 ||| Y= 486172.0', Coordinaten_DECIMAL='X= 52.36256257424817 ||| Y= 4.932788178845057'}
{orderID=33 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094JZ', huisnummer=21, order='iphone 12', Coordinaten_DMS='52° 21.753754454890384, 4° 55.96729073070344', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124047.0 ||| Y= 486172.0', Coordinaten_DECIMAL='X= 52.36256257424817 ||| Y= 4.932788178845057'}
{orderID=34 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094JZ', huisnummer=23, order='iphone 12', Coordinaten_DMS='52° 21.75337139006615, 4° 55.9728619850533', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124053.3203125 ||| Y= 486171.25', Coordinaten_DECIMAL='X= 52.362556189834436 ||| Y= 4.932881033084222'}
{orderID=35 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094JZ', huisnummer=23, order='iphone 12', Coordinaten_DMS='52° 21.75337139006615, 4° 55.9728619850533', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124053.3203125 ||| Y= 486171.25', Coordinaten_DECIMAL='X= 52.362556189834436 ||| Y= 4.932881033084222'}
{orderID=36 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094JZ', huisnummer=23, order='iphone 12', Coordinaten_DMS='52° 21.75337139006615, 4° 55.9728619850533', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124053.3203125 ||| Y= 486171.25', Coordinaten_DECIMAL='X= 52.362556189834436 ||| Y= 4.932881033084222'}
{orderID=37 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094JZ', huisnummer=23, order='iphone 12', Coordinaten_DMS='52° 21.75337139006615, 4° 55.9728619850533', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124053.3203125 ||| Y= 486171.25', Coordinaten_DECIMAL='X= 52.362556189834436 ||| Y= 4.932881033084222'}
{orderID=38 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094JZ', huisnummer=25, order='iphone 12', Coordinaten_DMS='52° 21.754870120067267, 4° 55.97696880649771', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124058.0 ||| Y= 486174.0', Coordinaten_DECIMAL='X= 52.36258116866779 ||| Y= 4.932949480108295'}
{orderID=39 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094JZ', huisnummer=25, order='iphone 12', Coordinaten_DMS='52° 21.754870120067267, 4° 55.97696880649771', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124058.0 ||| Y= 486174.0', Coordinaten_DECIMAL='X= 52.36258116866779 ||| Y= 4.932949480108295'}
{orderID=40 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094JZ', huisnummer=25, order='iphone 12', Coordinaten_DMS='52° 21.754870120067267, 4° 55.97696880649771', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124058.0 ||| Y= 486174.0', Coordinaten_DECIMAL='X= 52.36258116866779 ||| Y= 4.932949480108295'}
{orderID=41 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094JZ', huisnummer=25, order='iphone 12', Coordinaten_DMS='52° 21.754870120067267, 4° 55.97696880649771', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124058.0 ||| Y= 486174.0', Coordinaten_DECIMAL='X= 52.36258116866779 ||| Y= 4.932949480108295'}
{orderID=42 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094JZ', huisnummer=25, order='iphone 12', Coordinaten_DMS='52° 21.754870120067267, 4° 55.97696880649771', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124058.0 ||| Y= 486174.0', Coordinaten_DECIMAL='X= 52.36258116866779 ||| Y= 4.932949480108295'}
{orderID=43 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094JZ', huisnummer=27, order='iphone 12', Coordinaten_DMS='52° 21.755965499254728, 4° 55.98136191308954', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124063.0 ||| Y= 486176.0', Coordinaten_DECIMAL='X= 52.36259942498758 ||| Y= 4.9330226985514924'}
{orderID=44 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094JZ', huisnummer=27, order='iphone 12', Coordinaten_DMS='52° 21.755965499254728, 4° 55.98136191308954', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124063.0 ||| Y= 486176.0', Coordinaten_DECIMAL='X= 52.36259942498758 ||| Y= 4.9330226985514924'}
{orderID=45 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094JZ', huisnummer=27, order='iphone 12', Coordinaten_DMS='52° 21.755965499254728, 4° 55.98136191308954', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124063.0 ||| Y= 486176.0', Coordinaten_DECIMAL='X= 52.36259942498758 ||| Y= 4.9330226985514924'}
{orderID=46 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094JZ', huisnummer=27, order='iphone 12', Coordinaten_DMS='52° 21.755965499254728, 4° 55.98136191308954', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124063.0 ||| Y= 486176.0', Coordinaten_DECIMAL='X= 52.36259942498758 ||| Y= 4.9330226985514924'}
{orderID=47 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094JZ', huisnummer=27, order='iphone 12', Coordinaten_DMS='52° 21.755965499254728, 4° 55.98136191308954', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124063.0 ||| Y= 486176.0', Coordinaten_DECIMAL='X= 52.36259942498758 ||| Y= 4.9330226985514924'}
{orderID=48 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KA', huisnummer=29, order='iphone 12', Coordinaten_DMS='52° 21.75706763267371, 4° 55.98751668315259', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124070.0 ||| Y= 486178.0', Coordinaten_DECIMAL='X= 52.362617793877895 ||| Y= 4.933125278052543'}
{orderID=49 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KA', huisnummer=29, order='iphone 12', Coordinaten_DMS='52° 21.75706763267371, 4° 55.98751668315259', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124070.0 ||| Y= 486178.0', Coordinaten_DECIMAL='X= 52.362617793877895 ||| Y= 4.933125278052543'}
{orderID=50 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KA', huisnummer=29, order='iphone 12', Coordinaten_DMS='52° 21.75706763267371, 4° 55.98751668315259', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124070.0 ||| Y= 486178.0', Coordinaten_DECIMAL='X= 52.362617793877895 ||| Y= 4.933125278052543'}
{orderID=51 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KA', huisnummer=29, order='iphone 12', Coordinaten_DMS='52° 21.75706763267371, 4° 55.98751668315259', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124070.0 ||| Y= 486178.0', Coordinaten_DECIMAL='X= 52.362617793877895 ||| Y= 4.933125278052543'}
{orderID=52 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KA', huisnummer=29, order='iphone 12', Coordinaten_DMS='52° 21.75706763267371, 4° 55.98751668315259', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124070.0 ||| Y= 486178.0', Coordinaten_DECIMAL='X= 52.362617793877895 ||| Y= 4.933125278052543'}
{orderID=53 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KA', huisnummer=31, order='iphone 12', Coordinaten_DMS='52° 21.757081145261452, 4° 55.99104000287934', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124074.0 ||| Y= 486178.0', Coordinaten_DECIMAL='X= 52.36261801908769 ||| Y= 4.933184000047989'}
{orderID=54 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KA', huisnummer=31, order='iphone 12', Coordinaten_DMS='52° 21.757081145261452, 4° 55.99104000287934', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124074.0 ||| Y= 486178.0', Coordinaten_DECIMAL='X= 52.36261801908769 ||| Y= 4.933184000047989'}
{orderID=55 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KA', huisnummer=31, order='iphone 12', Coordinaten_DMS='52° 21.757081145261452, 4° 55.99104000287934', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124074.0 ||| Y= 486178.0', Coordinaten_DECIMAL='X= 52.36261801908769 ||| Y= 4.933184000047989'}
{orderID=56 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KA', huisnummer=31, order='iphone 12', Coordinaten_DMS='52° 21.757081145261452, 4° 55.99104000287934', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124074.0 ||| Y= 486178.0', Coordinaten_DECIMAL='X= 52.36261801908769 ||| Y= 4.933184000047989'}
{orderID=57 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KA', huisnummer=31, order='iphone 12', Coordinaten_DMS='52° 21.757081145261452, 4° 55.99104000287934', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124074.0 ||| Y= 486178.0', Coordinaten_DECIMAL='X= 52.36261801908769 ||| Y= 4.933184000047989'}
{orderID=58 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KA', huisnummer=33, order='iphone 12', Coordinaten_DMS='52° 21.75763727464272, 4° 55.99543863576734', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124079.0 ||| Y= 486179.0', Coordinaten_DECIMAL='X= 52.36262728791071 ||| Y= 4.933257310596122'}
{orderID=59 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KA', huisnummer=33, order='iphone 12', Coordinaten_DMS='52° 21.75763727464272, 4° 55.99543863576734', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124079.0 ||| Y= 486179.0', Coordinaten_DECIMAL='X= 52.36262728791071 ||| Y= 4.933257310596122'}
{orderID=60 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KA', huisnummer=33, order='iphone 12', Coordinaten_DMS='52° 21.75763727464272, 4° 55.99543863576734', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124079.0 ||| Y= 486179.0', Coordinaten_DECIMAL='X= 52.36262728791071 ||| Y= 4.933257310596122'}
{orderID=61 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KA', huisnummer=33, order='iphone 12', Coordinaten_DMS='52° 21.75763727464272, 4° 55.99543863576734', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124079.0 ||| Y= 486179.0', Coordinaten_DECIMAL='X= 52.36262728791071 ||| Y= 4.933257310596122'}
{orderID=62 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KA', huisnummer=33, order='iphone 12', Coordinaten_DMS='52° 21.75763727464272, 4° 55.99543863576734', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124079.0 ||| Y= 486179.0', Coordinaten_DECIMAL='X= 52.36262728791071 ||| Y= 4.933257310596122'}
{orderID=63 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KA', huisnummer=35, order='iphone 12', Coordinaten_DMS='52° 21.75820015475665, 4° 56.00159893114579', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124086.0 ||| Y= 486180.0', Coordinaten_DECIMAL='X= 52.362636669245944 ||| Y= 4.933359982185763'}
{orderID=64 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KA', huisnummer=35, order='iphone 12', Coordinaten_DMS='52° 21.75820015475665, 4° 56.00159893114579', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124086.0 ||| Y= 486180.0', Coordinaten_DECIMAL='X= 52.362636669245944 ||| Y= 4.933359982185763'}
{orderID=65 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KA', huisnummer=35, order='iphone 12', Coordinaten_DMS='52° 21.75820015475665, 4° 56.00159893114579', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124086.0 ||| Y= 486180.0', Coordinaten_DECIMAL='X= 52.362636669245944 ||| Y= 4.933359982185763'}
{orderID=66 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KA', huisnummer=35, order='iphone 12', Coordinaten_DMS='52° 21.75820015475665, 4° 56.00159893114579', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124086.0 ||| Y= 486180.0', Coordinaten_DECIMAL='X= 52.362636669245944 ||| Y= 4.933359982185763'}
{orderID=67 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KA', huisnummer=35, order='iphone 12', Coordinaten_DMS='52° 21.75820015475665, 4° 56.00159893114579', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124086.0 ||| Y= 486180.0', Coordinaten_DECIMAL='X= 52.362636669245944 ||| Y= 4.933359982185763'}
{orderID=68 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KB', huisnummer=37, order='iphone 12', Coordinaten_DMS='52° 21.75821703648637, 4° 56.006003082801', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124091.0 ||| Y= 486180.0', Coordinaten_DECIMAL='X= 52.362636950608106 ||| Y= 4.93343338471335'}
{orderID=69 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KB', huisnummer=37, order='iphone 12', Coordinaten_DMS='52° 21.75821703648637, 4° 56.006003082801', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124091.0 ||| Y= 486180.0', Coordinaten_DECIMAL='X= 52.362636950608106 ||| Y= 4.93343338471335'}
{orderID=70 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KB', huisnummer=37, order='iphone 12', Coordinaten_DMS='52° 21.75821703648637, 4° 56.006003082801', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124091.0 ||| Y= 486180.0', Coordinaten_DECIMAL='X= 52.362636950608106 ||| Y= 4.93343338471335'}
{orderID=71 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KB', huisnummer=37, order='iphone 12', Coordinaten_DMS='52° 21.75821703648637, 4° 56.006003082801', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124091.0 ||| Y= 486180.0', Coordinaten_DECIMAL='X= 52.362636950608106 ||| Y= 4.93343338471335'}
{orderID=72 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KB', huisnummer=39, order='iphone 12', Coordinaten_DMS='52° 21.758773156601876, 4° 56.01040172072093', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124096.0 ||| Y= 486181.0', Coordinaten_DECIMAL='X= 52.3626462192767 ||| Y= 4.933506695345349'}
{orderID=73 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KB', huisnummer=39, order='iphone 12', Coordinaten_DMS='52° 21.758773156601876, 4° 56.01040172072093', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124096.0 ||| Y= 486181.0', Coordinaten_DECIMAL='X= 52.3626462192767 ||| Y= 4.933506695345349'}
