{orderID=0 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=30, order='iphone 12', Coordinaten_DMS='52° 39.28716395287566, 6° 21.18402289644342', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 220355.140625 ||| Y= 519026.8125', Coordinaten_DECIMAL='X= 52.65478606588126 ||| Y= 6.353067048274057'}
{orderID=1 naam=' dummy', straatnaam='Veeningen', postcode='7924PH', huisnummer=45, order='iphone 12', Coordinaten_DMS='52° 40.22789299288064, 6° 22.20369467007549', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 221481.3125 ||| Y= 520786.8125', Coordinaten_DECIMAL='X= 52.67046488321468 ||| Y= 6.3700615778345915'}
{orderID=2 naam=' dummy', straatnaam='Veeningen', postcode='7924PH', huisnummer=53, order='iphone 12', Coordinaten_DMS='52° 40.22430313418681, 6° 22.091510699459693', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 221354.9375 ||| Y= 520778.4375', Coordinaten_DECIMAL='X= 52.67040505223645 ||| Y= 6.368191844990995'}
{orderID=3 naam=' dummy', straatnaam='Fort', postcode='7924RC', huisnummer=42, order='iphone 12', Coordinaten_DMS='52° 39.173920097910724, 6° 23.02966395012243', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 222439.375 ||| Y= 518845.0625', Coordinaten_DECIMAL='X= 52.65289866829851 ||| Y= 6.3838277325020405'}
{orderID=0 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=30, order='iphone 12', Coordinaten_DMS='52° 39.28716395287566, 6° 21.18402289644342', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 220355.140625 ||| Y= 519026.8125', Coordinaten_DECIMAL='X= 52.65478606588126 ||| Y= 6.353067048274057'}
{orderID=1 naam=' dummy', straatnaam='Veeningen', postcode='7924PH', huisnummer=45, order='iphone 12', Coordinaten_DMS='52° 40.22789299288064, 6° 22.20369467007549', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 221481.3125 ||| Y= 520786.8125', Coordinaten_DECIMAL='X= 52.67046488321468 ||| Y= 6.3700615778345915'}
{orderID=2 naam=' dummy', straatnaam='Veeningen', postcode='7924PH', huisnummer=53, order='iphone 12', Coordinaten_DMS='52° 40.22430313418681, 6° 22.091510699459693', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 221354.9375 ||| Y= 520778.4375', Coordinaten_DECIMAL='X= 52.67040505223645 ||| Y= 6.368191844990995'}
{orderID=3 naam=' dummy', straatnaam='Fort', postcode='7924RC', huisnummer=42, order='iphone 12', Coordinaten_DMS='52° 39.173920097910724, 6° 23.02966395012243', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 222439.375 ||| Y= 518845.0625', Coordinaten_DECIMAL='X= 52.65289866829851 ||| Y= 6.3838277325020405'}
{orderID=0 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=30, order='iphone 12', Coordinaten_DMS='52° 39.28716395287566, 6° 21.18402289644342', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 220355.140625 ||| Y= 519026.8125', Coordinaten_DECIMAL='X= 52.65478606588126 ||| Y= 6.353067048274057'}
{orderID=1 naam=' dummy', straatnaam='Veeningen', postcode='7924PH', huisnummer=45, order='iphone 12', Coordinaten_DMS='52° 40.22789299288064, 6° 22.20369467007549', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 221481.3125 ||| Y= 520786.8125', Coordinaten_DECIMAL='X= 52.67046488321468 ||| Y= 6.3700615778345915'}
{orderID=2 naam=' dummy', straatnaam='Veeningen', postcode='7924PH', huisnummer=53, order='iphone 12', Coordinaten_DMS='52° 40.22430313418681, 6° 22.091510699459693', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 221354.9375 ||| Y= 520778.4375', Coordinaten_DECIMAL='X= 52.67040505223645 ||| Y= 6.368191844990995'}
{orderID=3 naam=' dummy', straatnaam='Fort', postcode='7924RC', huisnummer=42, order='iphone 12', Coordinaten_DMS='52° 39.173920097910724, 6° 23.02966395012243', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 222439.375 ||| Y= 518845.0625', Coordinaten_DECIMAL='X= 52.65289866829851 ||| Y= 6.3838277325020405'}
{orderID=0 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=30, order='iphone 12', Coordinaten_DMS='52° 39.28716395287566, 6° 21.18402289644342', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 220355.140625 ||| Y= 519026.8125', Coordinaten_DECIMAL='X= 52.65478606588126 ||| Y= 6.353067048274057'}
{orderID=1 naam=' dummy', straatnaam='Veeningen', postcode='7924PH', huisnummer=45, order='iphone 12', Coordinaten_DMS='52° 40.22789299288064, 6° 22.20369467007549', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 221481.3125 ||| Y= 520786.8125', Coordinaten_DECIMAL='X= 52.67046488321468 ||| Y= 6.3700615778345915'}
{orderID=2 naam=' dummy', straatnaam='Veeningen', postcode='7924PH', huisnummer=53, order='iphone 12', Coordinaten_DMS='52° 40.22430313418681, 6° 22.091510699459693', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 221354.9375 ||| Y= 520778.4375', Coordinaten_DECIMAL='X= 52.67040505223645 ||| Y= 6.368191844990995'}
{orderID=3 naam=' dummy', straatnaam='Fort', postcode='7924RC', huisnummer=42, order='iphone 12', Coordinaten_DMS='52° 39.173920097910724, 6° 23.02966395012243', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 222439.375 ||| Y= 518845.0625', Coordinaten_DECIMAL='X= 52.65289866829851 ||| Y= 6.3838277325020405'}
{orderID=0 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=2, order='iphone 12', Coordinaten_DMS='52° 38.66385202064777, 6° 21.885054683040543', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 221161.328125 ||| Y= 517881.5625', Coordinaten_DECIMAL='X= 52.64439753367746 ||| Y= 6.364750911384009'}
{orderID=1 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=5, order='iphone 12', Coordinaten_DMS='52° 39.143671671752, 6° 20.74685570635827', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 219865.671875 ||| Y= 518754.15625', Coordinaten_DECIMAL='X= 52.65239452786253 ||| Y= 6.3457809284393045'}
{orderID=2 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=14, order='iphone 12', Coordinaten_DMS='52° 38.890097027648096, 6° 21.482819992245457', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 220701.984375 ||| Y= 518295.0', Coordinaten_DECIMAL='X= 52.648168283794135 ||| Y= 6.358046999870758'}
{orderID=3 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=30, order='iphone 12', Coordinaten_DMS='52° 39.28716395287566, 6° 21.18402289644342', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 220355.140625 ||| Y= 519026.8125', Coordinaten_DECIMAL='X= 52.65478606588126 ||| Y= 6.353067048274057'}
{orderID=4 naam=' dummy', straatnaam='Fort', postcode='7924RB', huisnummer=28, order='iphone 12', Coordinaten_DMS='52° 39.15497734782733, 6° 22.75583583108098', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 222131.046875 ||| Y= 518805.6875', Coordinaten_DECIMAL='X= 52.65258295579712 ||| Y= 6.379263930518016'}
{orderID=5 naam=' dummy', straatnaam='Veeningerveldweg', postcode='7924PB', huisnummer=5, order='iphone 12', Coordinaten_DMS='52° 40.56649977202227, 6° 23.147502037086625', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 222536.59375 ||| Y= 521429.3125', Coordinaten_DECIMAL='X= 52.676108329533704 ||| Y= 6.38579170061811'}
{orderID=6 naam=' dummy', straatnaam='Vonderweg', postcode='7924PK', huisnummer=4, order='iphone 12', Coordinaten_DMS='52° 40.03160768900656, 6° 22.827971332513712', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 222190.0625 ||| Y= 520432.4375', Coordinaten_DECIMAL='X= 52.66719346148344 ||| Y= 6.3804661888752285'}
{orderID=7 naam=' dummy', straatnaam='Veeningen', postcode='7924PH', huisnummer=45, order='iphone 12', Coordinaten_DMS='52° 40.22789299288064, 6° 22.20369467007549', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 221481.3125 ||| Y= 520786.8125', Coordinaten_DECIMAL='X= 52.67046488321468 ||| Y= 6.3700615778345915'}
{orderID=8 naam=' dummy', straatnaam='Willem Moesweg', postcode='7924PA', huisnummer=5, order='iphone 12', Coordinaten_DMS='52° 40.71682327477802, 6° 23.76366899839736', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 223227.21875 ||| Y= 521717.71875', Coordinaten_DECIMAL='X= 52.6786137212463 ||| Y= 6.396061149973289'}
{orderID=9 naam=' dummy', straatnaam='Willem Moesweg', postcode='7924PA', huisnummer=14, order='iphone 12', Coordinaten_DMS='52° 41.19886202599403, 6° 23.632728784993375', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 223067.1875 ||| Y= 522609.5625', Coordinaten_DECIMAL='X= 52.686647700433234 ||| Y= 6.393878813083223'}
{orderID=0 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=2, order='iphone 12', Coordinaten_DMS='52° 38.66385202064777, 6° 21.885054683040543', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 221161.328125 ||| Y= 517881.5625', Coordinaten_DECIMAL='X= 52.64439753367746 ||| Y= 6.364750911384009'}
{orderID=1 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=5, order='iphone 12', Coordinaten_DMS='52° 39.143671671752, 6° 20.74685570635827', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 219865.671875 ||| Y= 518754.15625', Coordinaten_DECIMAL='X= 52.65239452786253 ||| Y= 6.3457809284393045'}
{orderID=2 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=14, order='iphone 12', Coordinaten_DMS='52° 38.890097027648096, 6° 21.482819992245457', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 220701.984375 ||| Y= 518295.0', Coordinaten_DECIMAL='X= 52.648168283794135 ||| Y= 6.358046999870758'}
{orderID=0 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=2, order='iphone 12', Coordinaten_DMS='52° 38.66385202064777, 6° 21.885054683040543', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 221161.328125 ||| Y= 517881.5625', Coordinaten_DECIMAL='X= 52.64439753367746 ||| Y= 6.364750911384009'}
{orderID=1 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=5, order='iphone 12', Coordinaten_DMS='52° 39.143671671752, 6° 20.74685570635827', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 219865.671875 ||| Y= 518754.15625', Coordinaten_DECIMAL='X= 52.65239452786253 ||| Y= 6.3457809284393045'}
{orderID=2 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=14, order='iphone 12', Coordinaten_DMS='52° 38.890097027648096, 6° 21.482819992245457', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 220701.984375 ||| Y= 518295.0', Coordinaten_DECIMAL='X= 52.648168283794135 ||| Y= 6.358046999870758'}
{orderID=0 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=2, order='iphone 12', Coordinaten_DMS='52° 38.66385202064777, 6° 21.885054683040543', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 221161.328125 ||| Y= 517881.5625', Coordinaten_DECIMAL='X= 52.64439753367746 ||| Y= 6.364750911384009'}
{orderID=1 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=5, order='iphone 12', Coordinaten_DMS='52° 39.143671671752, 6° 20.74685570635827', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 219865.671875 ||| Y= 518754.15625', Coordinaten_DECIMAL='X= 52.65239452786253 ||| Y= 6.3457809284393045'}
{orderID=2 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=14, order='iphone 12', Coordinaten_DMS='52° 38.890097027648096, 6° 21.482819992245457', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 220701.984375 ||| Y= 518295.0', Coordinaten_DECIMAL='X= 52.648168283794135 ||| Y= 6.358046999870758'}
{orderID=0 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=2, order='iphone 12', Coordinaten_DMS='52° 38.66385202064777, 6° 21.885054683040543', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 221161.328125 ||| Y= 517881.5625', Coordinaten_DECIMAL='X= 52.64439753367746 ||| Y= 6.364750911384009'}
{orderID=1 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=5, order='iphone 12', Coordinaten_DMS='52° 39.143671671752, 6° 20.74685570635827', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 219865.671875 ||| Y= 518754.15625', Coordinaten_DECIMAL='X= 52.65239452786253 ||| Y= 6.3457809284393045'}
{orderID=2 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=14, order='iphone 12', Coordinaten_DMS='52° 38.890097027648096, 6° 21.482819992245457', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 220701.984375 ||| Y= 518295.0', Coordinaten_DECIMAL='X= 52.648168283794135 ||| Y= 6.358046999870758'}
{orderID=0 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=2, order='iphone 12', Coordinaten_DMS='52° 38.66385202064777, 6° 21.885054683040543', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 221161.328125 ||| Y= 517881.5625', Coordinaten_DECIMAL='X= 52.64439753367746 ||| Y= 6.364750911384009'}
{orderID=1 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=5, order='iphone 12', Coordinaten_DMS='52° 39.143671671752, 6° 20.74685570635827', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 219865.671875 ||| Y= 518754.15625', Coordinaten_DECIMAL='X= 52.65239452786253 ||| Y= 6.3457809284393045'}
{orderID=2 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=14, order='iphone 12', Coordinaten_DMS='52° 38.890097027648096, 6° 21.482819992245457', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 220701.984375 ||| Y= 518295.0', Coordinaten_DECIMAL='X= 52.648168283794135 ||| Y= 6.358046999870758'}
{orderID=0 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=2, order='iphone 12', Coordinaten_DMS='52° 38.66385202064777, 6° 21.885054683040543', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 221161.328125 ||| Y= 517881.5625', Coordinaten_DECIMAL='X= 52.64439753367746 ||| Y= 6.364750911384009'}
{orderID=1 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=5, order='iphone 12', Coordinaten_DMS='52° 39.143671671752, 6° 20.74685570635827', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 219865.671875 ||| Y= 518754.15625', Coordinaten_DECIMAL='X= 52.65239452786253 ||| Y= 6.3457809284393045'}
{orderID=2 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=14, order='iphone 12', Coordinaten_DMS='52° 38.890097027648096, 6° 21.482819992245457', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 220701.984375 ||| Y= 518295.0', Coordinaten_DECIMAL='X= 52.648168283794135 ||| Y= 6.358046999870758'}
{orderID=0 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=2, order='iphone 12', Coordinaten_DMS='52° 38.66385202064777, 6° 21.885054683040543', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 221161.328125 ||| Y= 517881.5625', Coordinaten_DECIMAL='X= 52.64439753367746 ||| Y= 6.364750911384009'}
{orderID=1 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=5, order='iphone 12', Coordinaten_DMS='52° 39.143671671752, 6° 20.74685570635827', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 219865.671875 ||| Y= 518754.15625', Coordinaten_DECIMAL='X= 52.65239452786253 ||| Y= 6.3457809284393045'}
{orderID=2 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=14, order='iphone 12', Coordinaten_DMS='52° 38.890097027648096, 6° 21.482819992245457', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 220701.984375 ||| Y= 518295.0', Coordinaten_DECIMAL='X= 52.648168283794135 ||| Y= 6.358046999870758'}
{orderID=0 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=2, order='iphone 12', Coordinaten_DMS='52° 38.66385202064777, 6° 21.885054683040543', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 221161.328125 ||| Y= 517881.5625', Coordinaten_DECIMAL='X= 52.64439753367746 ||| Y= 6.364750911384009'}
{orderID=1 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=5, order='iphone 12', Coordinaten_DMS='52° 39.143671671752, 6° 20.74685570635827', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 219865.671875 ||| Y= 518754.15625', Coordinaten_DECIMAL='X= 52.65239452786253 ||| Y= 6.3457809284393045'}
{orderID=2 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=14, order='iphone 12', Coordinaten_DMS='52° 38.890097027648096, 6° 21.482819992245457', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 220701.984375 ||| Y= 518295.0', Coordinaten_DECIMAL='X= 52.648168283794135 ||| Y= 6.358046999870758'}
{orderID=0 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=2, order='iphone 12', Coordinaten_DMS='52° 38.66385202064777, 6° 21.885054683040543', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 221161.328125 ||| Y= 517881.5625', Coordinaten_DECIMAL='X= 52.64439753367746 ||| Y= 6.364750911384009'}
{orderID=1 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=5, order='iphone 12', Coordinaten_DMS='52° 39.143671671752, 6° 20.74685570635827', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 219865.671875 ||| Y= 518754.15625', Coordinaten_DECIMAL='X= 52.65239452786253 ||| Y= 6.3457809284393045'}
{orderID=2 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=14, order='iphone 12', Coordinaten_DMS='52° 38.890097027648096, 6° 21.482819992245457', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 220701.984375 ||| Y= 518295.0', Coordinaten_DECIMAL='X= 52.648168283794135 ||| Y= 6.358046999870758'}
{orderID=0 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=2, order='iphone 12', Coordinaten_DMS='52° 38.66385202064777, 6° 21.885054683040543', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 221161.328125 ||| Y= 517881.5625', Coordinaten_DECIMAL='X= 52.64439753367746 ||| Y= 6.364750911384009'}
{orderID=1 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=5, order='iphone 12', Coordinaten_DMS='52° 39.143671671752, 6° 20.74685570635827', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 219865.671875 ||| Y= 518754.15625', Coordinaten_DECIMAL='X= 52.65239452786253 ||| Y= 6.3457809284393045'}
{orderID=2 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=14, order='iphone 12', Coordinaten_DMS='52° 38.890097027648096, 6° 21.482819992245457', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 220701.984375 ||| Y= 518295.0', Coordinaten_DECIMAL='X= 52.648168283794135 ||| Y= 6.358046999870758'}
{orderID=0 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=2, order='iphone 12', Coordinaten_DMS='52° 38.66385202064777, 6° 21.885054683040543', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 221161.328125 ||| Y= 517881.5625', Coordinaten_DECIMAL='X= 52.64439753367746 ||| Y= 6.364750911384009'}
{orderID=1 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=5, order='iphone 12', Coordinaten_DMS='52° 39.143671671752, 6° 20.74685570635827', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 219865.671875 ||| Y= 518754.15625', Coordinaten_DECIMAL='X= 52.65239452786253 ||| Y= 6.3457809284393045'}
{orderID=2 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=14, order='iphone 12', Coordinaten_DMS='52° 38.890097027648096, 6° 21.482819992245457', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 220701.984375 ||| Y= 518295.0', Coordinaten_DECIMAL='X= 52.648168283794135 ||| Y= 6.358046999870758'}
{orderID=0 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=2, order='iphone 12', Coordinaten_DMS='52° 38.66385202064777, 6° 21.885054683040543', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 221161.328125 ||| Y= 517881.5625', Coordinaten_DECIMAL='X= 52.64439753367746 ||| Y= 6.364750911384009'}
{orderID=1 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=5, order='iphone 12', Coordinaten_DMS='52° 39.143671671752, 6° 20.74685570635827', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 219865.671875 ||| Y= 518754.15625', Coordinaten_DECIMAL='X= 52.65239452786253 ||| Y= 6.3457809284393045'}
{orderID=2 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=14, order='iphone 12', Coordinaten_DMS='52° 38.890097027648096, 6° 21.482819992245457', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 220701.984375 ||| Y= 518295.0', Coordinaten_DECIMAL='X= 52.648168283794135 ||| Y= 6.358046999870758'}
{orderID=0 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=2, order='iphone 12', Coordinaten_DMS='52° 38.66385202064777, 6° 21.885054683040543', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 221161.328125 ||| Y= 517881.5625', Coordinaten_DECIMAL='X= 52.64439753367746 ||| Y= 6.364750911384009'}
{orderID=1 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=5, order='iphone 12', Coordinaten_DMS='52° 39.143671671752, 6° 20.74685570635827', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 219865.671875 ||| Y= 518754.15625', Coordinaten_DECIMAL='X= 52.65239452786253 ||| Y= 6.3457809284393045'}
{orderID=2 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=14, order='iphone 12', Coordinaten_DMS='52° 38.890097027648096, 6° 21.482819992245457', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 220701.984375 ||| Y= 518295.0', Coordinaten_DECIMAL='X= 52.648168283794135 ||| Y= 6.358046999870758'}
{orderID=0 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=2, order='iphone 12', Coordinaten_DMS='52° 38.66385202064777, 6° 21.885054683040543', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 221161.328125 ||| Y= 517881.5625', Coordinaten_DECIMAL='X= 52.64439753367746 ||| Y= 6.364750911384009'}
{orderID=1 naam=' dummy', straatnaam='Bloemberg', postcode='7924PW', huisnummer=5, order='iphone 12', Coordinaten_DMS='52° 39.143671671752, 6° 20.74685570635827', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 219865.671875 ||| Y= 518754.15625', Coordinaten_DECIMAL='X= 52.65239452786253 ||| Y= 6.3457809284393045'}
